entry_date,entry_idx,entry,exit_date,exit_idx,exit,ret,lev_ret,reason
2025-10-12 19:15:00,167527,114370.149456,2025-10-12 20:15:00,167531,114625.07042999999,0.0022289117852212427,0.11144558926106214,TP
2025-10-13 12:30:00,167596,114376.790784,2025-10-13 13:30:00,167600,114369.40930799999,-6.45364846260589e-05,-0.0032268242313029448,TP
2025-10-17 13:15:00,167983,104937.803364,2025-10-17 13:30:00,167984,105526.50107999999,0.005609967972723349,0.2804983986361675,TP
2025-10-17 15:45:00,167993,106136.052966,2025-10-17 16:00:00,167994,106824.880704,0.006490044793927415,0.3245022396963707,TP
2025-10-18 17:45:00,168097,106821.15996,2025-10-18 20:00:00,168106,107099.45507049187,0.0026052432925842673,0.13026216462921336,TP
2025-10-19 21:30:00,168208,108641.734002,2025-10-19 22:00:00,168210,108766.578966,0.001149143698292824,0.0574571849146412,TP
2025-10-21 12:00:00,168362,108601.716,2025-10-21 12:15:00,168363,108494.634588,-0.000986001105175903,-0.04930005525879515,TP
2025-10-22 14:30:00,168468,107962.13811,2025-10-22 14:45:00,168469,107827.121112,-0.001250595814084757,-0.06252979070423785,TP
2025-10-23 14:30:00,168564,109318.53933599999,2025-10-23 15:00:00,168566,109616.81898,0.002728536676502976,0.1364268338251488,TP
2025-10-23 21:00:00,168590,109546.714962,2025-10-23 22:30:00,168596,109997.405082,0.004114136331302463,0.20570681656512316,TP
2025-10-24 18:45:00,168677,110608.947366,2025-10-24 21:45:00,168689,111040.793718,0.003904262379164027,0.19521311895820134,TP
2025-10-27 06:00:00,168914,115579.67131199999,2025-10-27 06:00:00,168914,115533.448688,-0.00039992001599669047,-0.019996000799834525,SL
